  8.5999145507812491e-01   392    56    56    0   0.0287146   0.0199997   0.0199997   0.0199997    0.651165
  8.7399124145507801e-01   399    57    57    0  0.00471670   0.0139998   0.0139998   0.0183247    0.455815
  8.8764103317260734e-01   406    58    58    0  0.00414890   0.0136498   0.0136498   0.0199997    0.444420
  8.9999084472656243e-01   413    59    59    0  0.00250209   0.0123498   0.0123498   0.0172484    0.402094
  9.1999053955078114e-01   420    60    60    0   0.0286807   0.0199997   0.0199997   0.0199997    0.651165
  9.3399032592773423e-01   427    61    61    0  0.00471107   0.0139998   0.0139998   0.0183260    0.455815
  9.4764011764526357e-01   434    62    62    0  0.00414392   0.0136498   0.0136498   0.0199997    0.444420
  9.5998992919921866e-01   441    63    63    0  0.00249907   0.0123498   0.0123498   0.0172497    0.402094
  9.7998962402343737e-01   448    64    64    0   0.0286462   0.0199997   0.0199997   0.0199997    0.651165
  9.9398941040039057e-01   455    65    65    0  0.00470541   0.0139998   0.0139998   0.0183273    0.455815
  1.0076392021179199e+00   462    66    66    0  0.00413897   0.0136498   0.0136498   0.0199997    0.444420
  1.0199890136718750e+00   469    67    67    0  0.00249611   0.0123498   0.0123498   0.0172509    0.402094
  1.0399887084960937e+00   476    68    68    0   0.0286127   0.0199997   0.0199997   0.0199997    0.651165
  1.0539884948730469e+00   483    69    69    0  0.00470002   0.0139998   0.0139998   0.0183286    0.455815
  1.0676382865905760e+00   490    70    70    0  0.00413432   0.0136498   0.0136498   0.0199997    0.444420
  1.0799880981445311e+00   497    71    71    0  0.00249336   0.0123498   0.0123498   0.0172520    0.402094
  1.0999877929687498e+00   504    72    72    0   0.0285817   0.0199997   0.0199997   0.0199997    0.651165
  1.1139875793457030e+00   511    73    73    0  0.00469509   0.0139998   0.0139998   0.0183297    0.455815
  1.1276373710632324e+00   518    74    74    0  0.00413007   0.0136498   0.0136498   0.0199997    0.444420
  1.1399871826171875e+00   525    75    75    0  0.00249085   0.0123498   0.0123498   0.0172531    0.402094
  1.1599868774414062e+00   532    76    76    0   0.0285535   0.0199997   0.0199997   0.0199997    0.651165
  1.1739866638183594e+00   539    77    77    0  0.00469058   0.0139998   0.0139998   0.0183308    0.455815
  1.1876364555358887e+00   546    78    78    0  0.00412617   0.0136498   0.0136498   0.0199997    0.444420
  1.1999862670898438e+00   553    79    79    0  0.00248853   0.0123498   0.0123498   0.0172540    0.402094
  1.2199859619140625e+00   560    80    80    0   0.0285273   0.0199997   0.0199997   0.0199997    0.651165
  1.2339857482910155e+00   567    81    81    0  0.00468633   0.0139998   0.0139998   0.0183318    0.455815
  1.2476355400085448e+00   574    82    82    0  0.00412247   0.0136498   0.0136498   0.0199997    0.444420
  1.2599853515624999e+00   581    83    83    0  0.00248631   0.0123498   0.0123498   0.0172549    0.402094
  1.2799850463867186e+00   588    84    84    0   0.0285023   0.0199997   0.0199997   0.0199997    0.651165
  1.2941947174072266e+00   595    85    85    0  0.00504792   0.0142097   0.0142097   0.0183327    0.462649
  1.3080491466522217e+00   602    86    86    0  0.00444049   0.0138544   0.0138544   0.0201735    0.451083
  1.3205841064453125e+00   609    87    87    0  0.00267793   0.0125350   0.0125350   0.0174357    0.408122
  1.3407836914062501e+00   616    88    88    0   0.0299525   0.0201996   0.0201996   0.0201996    0.657673
  1.3553495788574219e+00   623    89    89    0  0.00571609   0.0145659   0.0145659   0.0184973    0.474247
  1.3695513191223145e+00   630    90    90    0  0.00502813   0.0142017   0.0142017   0.0204033    0.462391
  1.3824005126953125e+00   637    91    91    0  0.00303196   0.0128492   0.0128492   0.0177401    0.418353
  1.4030059814453124e+00   644    92    92    0   0.0331090   0.0206055   0.0206055   0.0206055    0.670888
  1.4176461029052734e+00   651    93    93    0  0.00586018   0.0146401   0.0146401   0.0187919    0.476664
  1.4319202213287352e+00   658    94    94    0  0.00515485   0.0142741   0.0142741   0.0206004    0.464747
  1.4448348999023437e+00   665    95    95    0  0.00310829   0.0129147   0.0129147   0.0178039    0.420485
  1.4656463623046874e+00   672    96    96    0   0.0347971   0.0208115   0.0208115   0.0208115    0.677595
  1.4804322814941404e+00   679    97    97    0  0.00615647   0.0147859   0.0147859   0.0188856    0.481411
  1.4948485527038573e+00   686    98    98    0  0.00541544   0.0144163   0.0144163   0.0207447    0.469375
  1.5078918457031250e+00   693    99    99    0  0.00326527   0.0130433   0.0130433   0.0179281    0.424673
  1.5289108276367187e+00   700   100   100    0   0.0365682   0.0210190   0.0210190   0.0210190    0.684351
